,Title,Author,Main Genre,Sub Genre,Type,Price,Rating,Number_people_rated,URLs,Rating category
2721,principle electronics 12e lpspe,V K Mehta,Engineering,Electrical & Electronic Engineering,Paperback,540.0,4.1,112.0,https://www.amazon.in/Principles-Electronics-LPSPE-12-Mehta/dp/935283836X/ref=zg_bs_g_4149474031_d_sccl_22/000-0000000-0000000?psc=1,Good
2722,introduction analog digital communication 2ed,Michael Moher Simon Haykin,Engineering,Electrical & Electronic Engineering,Paperback,194.0,4.2,58.0,https://www.amazon.in/Introduction-Analog-Digital-Communications-2ed/dp/8126536535/ref=zg_bs_g_4149474031_d_sccl_23/000-0000000-0000000?psc=1,Good
2723,rf circuit design,Ludwig,Engineering,Electrical & Electronic Engineering,Paperback,665.0,4.4,91.0,https://www.amazon.in/Circuit-Design-Theory-Application-Second/dp/8131762181/ref=zg_bs_g_4149474031_d_sccl_24/000-0000000-0000000?psc=1,Good
2724,digital image processing 4e,Rafael C. Gonza Lez,Engineering,Electrical & Electronic Engineering,Paperback,660.0,4.5,361.0,https://www.amazon.in/Digital-Image-Processing-Rafael-Gonza/dp/9353062985/ref=zg_bs_g_4149474031_d_sccl_25/000-0000000-0000000?psc=1,Good
2725,textbook electrical technology ac dc machine volume 2,B L Theraja,Engineering,Electrical & Electronic Engineering,Paperback,360.0,4.4,603.0,https://www.amazon.in/Textbook-Electrical-Technology-Machines-Vol/dp/8121924375/ref=zg_bs_g_4149474031_d_sccl_26/000-0000000-0000000?psc=1,Good
2726,cmos digital integrated circuit analysis design,Sung-Mo (Steve) Kang,Engineering,Electrical & Electronic Engineering,Paperback,1250.0,4.5,16.0,https://www.amazon.in/Digital-Integrated-Circuits-Analysis-Design/dp/0071243429/ref=zg_bs_g_4149474031_d_sccl_27/000-0000000-0000000?psc=1,Good
2727,abc electrical engineering,Theraja B.L.,Engineering,Electrical & Electronic Engineering,Perfect Paperback,309.0,4.0,81.0,https://www.amazon.in/Abc-Electrical-Engineering-Theraja-B-L/dp/8121939097/ref=zg_bs_g_4149474031_d_sccl_28/000-0000000-0000000?psc=1,Good
2728,electrical electronics engineering formula,Dhivya Nandhini,Engineering,Electrical & Electronic Engineering,Paperback,276.0,4.3,6.0,https://www.amazon.in/Electrical-Electronics-Engineering-Formulas-Dhivya-Nandhini/dp/1643249118/ref=zg_bs_g_4149474031_d_sccl_29/000-0000000-0000000?psc=1,Good
2729,principle communication system sie 4th edition,Herbut Taub,Engineering,Electrical & Electronic Engineering,Paperback,160.0,4.1,98.0,https://www.amazon.in/Principles-Communication-Systems-SIE-4E/dp/1259029859/ref=zg_bs_g_4149474031_d_sccl_30/000-0000000-0000000?psc=1,Good
2730,modern digital analog communication system 4e,B.P. Lathi,Engineering,Electrical & Electronic Engineering,Paperback,250.0,4.4,190.0,https://www.amazon.in/Modern-Digital-Analog-Communication-Systems/dp/0199476284/ref=zg_bs_g_4149474031_d_sccl_1/000-0000000-0000000?psc=1,Good
2731,8051 microcontrollers embedded system 2e,MAZIDI,Engineering,Electrical & Electronic Engineering,Paperback,200.0,4.4,620.0,https://www.amazon.in/8051-Microcontroller-Embedded-Systems-Assembly/dp/8131710262/ref=zg_bs_g_4149474031_d_sccl_2/000-0000000-0000000?psc=1,Good
2734,introduction digital communication system,Krzysztof Wesolowski,Engineering,Electrical & Electronic Engineering,Paperback,590.0,5.0,1.0,https://www.amazon.in/Introduction-Digital-Communication-Krzysztof-Wesolowski/dp/8126533781/ref=zg_bs_g_4149474031_d_sccl_5/000-0000000-0000000?psc=1,Good
2735,testing commissioning operation maintenance electrical equipment paperback,Prof. Sunil S. Rao,Engineering,Electrical & Electronic Engineering,Paperback,690.0,4.2,224.0,https://www.amazon.in/Commisioning-Operation-Maintenance-Electrical-Equuipments/dp/8174091858/ref=zg_bs_g_4149474031_d_sccl_6/000-0000000-0000000?psc=1,Good
2736,rebooting ai building artificial intelligence trust,Gary Marcus,Engineering,Electrical & Electronic Engineering,Paperback,423.69,4.3,342.0,https://www.amazon.in/Rebooting-AI-Building-Artificial-Intelligence/dp/052556604X/ref=zg_bs_g_4149474031_d_sccl_7/000-0000000-0000000?psc=1,Good
2737,classical electrodynamics indian adaptation,John David Jackson,Engineering,Electrical & Electronic Engineering,Paperback,890.0,4.4,89.0,https://www.amazon.in/Classical-Electrodynamics-Indian-Adaptation-Jackson/dp/9388991079/ref=zg_bs_g_4149474031_d_sccl_8/000-0000000-0000000?psc=1,Good
2738,field wave electromagnetics 2e,Cheng,Engineering,Electrical & Electronic Engineering,Paperback,409.0,4.5,35.0,https://www.amazon.in/Field-Wave-Electromagnetics-2e-Cheng/dp/9332535027/ref=zg_bs_g_4149474031_d_sccl_9/000-0000000-0000000?psc=1,Good
2739,optimal control theory introduction dover book electrical engineering,Donald E. Kirk,Engineering,Electrical & Electronic Engineering,Paperback,825.0,4.8,112.0,https://www.amazon.in/Optimal-Control-Theory-Introduction-Engineering/dp/0486434842/ref=zg_bs_g_4149474031_d_sccl_10/000-0000000-0000000?psc=1,Good
2740,contemporary strategic management case study 6ed,Robert Grant,Engineering,Electrical & Electronic Engineering,Paperback,709.0,5.0,2.0,https://www.amazon.in/Contemporary-Strategic-Management-Case-Studies/dp/8126519630/ref=zg_bs_g_4149474031_d_sccl_11/000-0000000-0000000?psc=1,Good
2741,basic electronics principle application,Chinmoy Saha,Engineering,Electrical & Electronic Engineering,Paperback,675.0,4.2,22.0,https://www.amazon.in/Basic-Electronics-Applications-Chinmoy-Saha/dp/1316632938/ref=zg_bs_g_4149474031_d_sccl_12/000-0000000-0000000?psc=1,Good
2742,basic electrical engineering,T.K. Nagsarkar,Engineering,Electrical & Electronic Engineering,Paperback,170.0,4.4,12.0,https://www.amazon.in/Basic-Electrical-Engineering-T-K-Nagsarkar/dp/0198068905/ref=zg_bs_g_4149474031_d_sccl_13/000-0000000-0000000?psc=1,Good
2743,basic electrical electronics engineering 2 e,S.K. Bhattacharya,Engineering,Electrical & Electronic Engineering,Paperback,300.0,4.4,144.0,https://www.amazon.in/Basic-Electrical-Electronics-Engineering-Bhattacharya/dp/9332586500/ref=zg_bs_g_4149474031_d_sccl_14/000-0000000-0000000?psc=1,Good
2744,welding engineering technology paperback,Dr. R.S. Parmar,Engineering,Electrical & Electronic Engineering,Paperback,449.0,4.1,54.0,https://www.amazon.in/Welding-Engineering-Technology-R-Parmar/dp/8174090282/ref=zg_bs_g_4149474031_d_sccl_15/000-0000000-0000000?psc=1,Good
2745,pattern recognition machine learning,Christopher M. Bishop,Engineering,Electrical & Electronic Engineering,Paperback,1940.0,4.3,119.0,https://www.amazon.in/PATTERN-RECOGNITION-MACHINE-LEARNING-Christopher/dp/1493938436/ref=zg_bs_g_4149474031_d_sccl_16/000-0000000-0000000?psc=1,Good
2746,data communication network,Bhushan Trivedi,Engineering,Electrical & Electronic Engineering,Paperback,248.0,4.4,11.0,https://www.amazon.in/DATA-COMMUNICATIONS-NETWORKS-BHUSHAN-TRIVEDI/dp/0199455996/ref=zg_bs_g_4149474031_d_sccl_17/000-0000000-0000000?psc=1,Good
2747,algorithm design 1e,Kleinberg,Engineering,Electrical & Electronic Engineering,Paperback,499.0,4.4,370.0,https://www.amazon.in/Algorithm-Design-1e-Kleinberg/dp/9332518645/ref=zg_bs_g_4149474031_d_sccl_18/000-0000000-0000000?psc=1,Good
2748,integrated course electrical engineering,J. B. Gupta,Engineering,Electrical & Electronic Engineering,Paperback,775.0,4.0,88.0,https://www.amazon.in/Integrated-Course-Electrical-Engineering/dp/8186270973/ref=zg_bs_g_4149474031_d_sccl_19/000-0000000-0000000?psc=1,Good
2749,modern digital electronics 5th edition,R P Jain (Deceased),Engineering,Electrical & Electronic Engineering,Paperback,599.0,4.7,7.0,https://www.amazon.in/Modern-Digital-Electronics-Jain-Deceased/dp/9355321775/ref=zg_bs_g_4149474031_d_sccl_20/000-0000000-0000000?psc=1,Good
2750,cuet pg english entrance exam guide,RPH Editorial Board,Exam Preparation,"Arts, Design and Education Exams",Paperback,220.0,4.2,173.0,https://www.amazon.in/CUET-PG-English-Entrance-Exam-Guide/dp/9354771858/ref=zg_bs_g_22934500031_d_sccl_1/000-0000000-0000000?psc=1,Good
2751,cuet pg sc economics test paper code pgqp44 entrance exam guide,RPH Editorial Board,Exam Preparation,"Arts, Design and Education Exams",Paperback,228.0,3.3,17.0,https://www.amazon.in/CUET-PG-Economics-Paper-PGQP44-Entrance/dp/9354773222/ref=zg_bs_g_22934500031_d_sccl_2/000-0000000-0000000?psc=1,Good
2752,arihant maharashtra mah cet b ed common entrance test 2024,Arihant Publication,Exam Preparation,"Arts, Design and Education Exams",Paperback,220.0,4.0,4.0,https://www.amazon.in/Arihant-Maharashtra-MAH-CET-Common-Entrance/dp/B0C7R8ZLXD/ref=zg_bs_g_22934500031_d_sccl_3/000-0000000-0000000?psc=1,Good
2753,cuet pg english previous year paper practice paper solved,RPH Editorial Board,Exam Preparation,"Arts, Design and Education Exams",Paperback,112.0,4.4,71.0,https://www.amazon.in/CUCET-M-English-Previous-Practice/dp/9354770894/ref=zg_bs_g_22934500031_d_sccl_4/000-0000000-0000000?psc=1,Good
2754,cuet pg history history archaeology entrance exam guide,RPH Editorial Board,Exam Preparation,"Arts, Design and Education Exams",Paperback,267.0,4.2,56.0,https://www.amazon.in/CUCET-MA-History-Archaeology-Entrance-Guide/dp/9390744970/ref=zg_bs_g_22934500031_d_sccl_5/000-0000000-0000000?psc=1,Good
2755,cuet pg part general entrance exam guide cuet pg entrance exam,RPH Editorial Board,Exam Preparation,"Arts, Design and Education Exams",Paperback,210.0,3.9,25.0,https://www.amazon.in/CUET-PG-Part-General-Entrance-Guide/dp/935477332X/ref=zg_bs_g_22934500031_d_sccl_6/000-0000000-0000000?psc=1,Good
2756,cuet pg political science public administration politics international relation entrance exam guide,RPH Editorial Board,Exam Preparation,"Arts, Design and Education Exams",Paperback,175.0,3.7,94.0,https://www.amazon.in/CUCET-MA-Political-Administration-International-Relations/dp/935477184X/ref=zg_bs_g_22934500031_d_sccl_7/000-0000000-0000000?psc=1,Good
2757,nta cuet pg b ed guide 2023 exam,Arihant Expert,Exam Preparation,"Arts, Design and Education Exams",Paperback,294.0,3.6,15.0,https://www.amazon.in/CUET-B-Ed-Guide-2023-Exam/dp/9388129644/ref=zg_bs_g_22934500031_d_sccl_8/000-0000000-0000000?psc=1,Good
2758,cuet pg sc sc b ed mathematics entrance exam guide,RPH Editorial Board,Exam Preparation,"Arts, Design and Education Exams",Paperback,263.0,3.8,50.0,https://www.amazon.in/CUET-PG-M-Sc-Mathematics-Entrance-Guide/dp/9390744865/ref=zg_bs_g_22934500031_d_sccl_9/000-0000000-0000000?psc=1,Good
2759,examcart latest jharkhand b ed combined entrance guidebook 2024 exam,Examcart Experts,Exam Preparation,"Arts, Design and Education Exams",Paperback,175.0,4.0,23.0,https://www.amazon.in/Examcart-Jharkhand-Combined-Entrance-Guidebook/dp/9357031294/ref=zg_bs_g_22934500031_d_sccl_10/000-0000000-0000000?psc=1,Good
2760,cuet pg com entrance exam guide,RPH Editorial Board,Exam Preparation,"Arts, Design and Education Exams",Paperback,175.0,4.0,43.0,https://www.amazon.in/CUET-PG-M-Com-Entrance-Exam-Guide/dp/9354771785/ref=zg_bs_g_22934500031_d_sccl_11/000-0000000-0000000?psc=1,Good
2761,cuet pg sc geography entrance exam guide,Ajhar Hussain,Exam Preparation,"Arts, Design and Education Exams",Paperback,243.0,3.8,32.0,https://www.amazon.in/CUET-PG-GEOGRAPHY-Paper-PGQP17-Entrance/dp/9354773214/ref=zg_bs_g_22934500031_d_sccl_12/000-0000000-0000000?psc=1,Good
2762,cuet pg b ed bachelor education entrance exam guide,RPH Editorial Board,Exam Preparation,"Arts, Design and Education Exams",Paperback,322.0,4.1,20.0,https://www.amazon.in/CUCET-B-Ed-Bachelor-Education-Entrance/dp/9390744237/ref=zg_bs_g_22934500031_d_sccl_13/000-0000000-0000000?psc=1,Good
2763,cuet pg b ed humanity social science entrance exam guide,RPH Editorial Board,Exam Preparation,"Arts, Design and Education Exams",Paperback,170.0,4.2,5.0,https://www.amazon.in/CUET-PG-Humanities-Social-Science-Entrance/dp/9354775306/ref=zg_bs_g_22934500031_d_sccl_14/000-0000000-0000000?psc=1,Good
2764,cuet pg b ed language entrance exam guide,RPH Editorial Board,Exam Preparation,"Arts, Design and Education Exams",Paperback,129.0,4.0,1.0,https://www.amazon.in/CUET-PG-B-Ed-Languages-Entrance-Guide/dp/935477542X/ref=zg_bs_g_22934500031_d_sccl_15/000-0000000-0000000?psc=1,Good
2765,maharashtra b ed cet elct entrance exam guide,RPH Editorial Board,Exam Preparation,"Arts, Design and Education Exams",Paperback,310.0,4.1,141.0,https://www.amazon.in/Maharashtra-B-Ed-Guide-Popular-Master/dp/8178125366/ref=zg_bs_g_22934500031_d_sccl_16/000-0000000-0000000?psc=1,Good
2767,slet ne region education previous year question paper 2017 2022,ANUKAMPA DEVI,Exam Preparation,"Arts, Design and Education Exams",Paperback,230.0,4.4,6.0,https://www.amazon.in/REGION-EDUCATION-PREVIOUS-QUESTION-PAPER/dp/B0BSLC6291/ref=zg_bs_g_22934500031_d_sccl_18/000-0000000-0000000?psc=1,Good
2769,maharashtra b ed common entrance test cet english language content test elct guide,RPH Editorial Board,Exam Preparation,"Arts, Design and Education Exams",Paperback,219.0,4.1,141.0,https://www.amazon.in/Maharashtra-Entrance-English-Language-Content/dp/9354775357/ref=zg_bs_g_22934500031_d_sccl_20/000-0000000-0000000?psc=1,Good
2770,slet ne region previous year question paper 2017 2022,Anukampa Devi,Exam Preparation,"Arts, Design and Education Exams",Paperback,190.0,4.1,9.0,https://www.amazon.in/REGION-PREVIOUS-QUESTION-PAPER-2017-2022/dp/B0BNQS4LT2/ref=zg_bs_g_22934500031_d_sccl_21/000-0000000-0000000?psc=1,Good
2771,cuet pg b ed language entrance exam guide,RPH Editorial Board,Exam Preparation,"Arts, Design and Education Exams",Paperback,129.0,2.7,3.0,https://www.amazon.in/CUET-PG-B-Ed-Languages-Entrance-Guide/dp/9354775551/ref=zg_bs_g_22934500031_d_sccl_22/000-0000000-0000000?psc=1,Bad
2772,pg economics entrance exam guide,RPH Editorial Board,Exam Preparation,"Arts, Design and Education Exams",Paperback,387.0,4.0,1.0,https://www.amazon.in/PG-ECONOMICS-Entrance-Exam-Guide/dp/9354773141/ref=zg_bs_g_22934500031_d_sccl_23/000-0000000-0000000?psc=1,Good
2773,cuet pg sc geology applied geology earth science entrance exam guide,RPH Editorial Board,Exam Preparation,"Arts, Design and Education Exams",Paperback,240.0,3.8,9.0,https://www.amazon.in/CUET-PG-Geology-Applied-Sciences-Entrance/dp/9354773133/ref=zg_bs_g_22934500031_d_sccl_24/000-0000000-0000000?psc=1,Good
2774,jmi english entrance exam guide,RPH Editorial Board,Exam Preparation,"Arts, Design and Education Exams",Paperback,270.0,4.3,51.0,https://www.amazon.in/JMI-English-Entrance-Exam-Guide/dp/9389480515/ref=zg_bs_g_22934500031_d_sccl_25/000-0000000-0000000?psc=1,Good
2775,objective political science,Sanjay Kumar,Exam Preparation,"Arts, Design and Education Exams",Paperback,121.0,4.1,79.0,https://www.amazon.in/Objective-Political-Science-Sanjay-Kumar/dp/935012792X/ref=zg_bs_g_22934500031_d_sccl_26/000-0000000-0000000?psc=1,Good
2776,nift entrance exam guide,LearnX,Exam Preparation,"Arts, Design and Education Exams",Paperback,768.0,4.5,304.0,https://www.amazon.in/NIFT-Entrance-Exam-Guide-LearnX/dp/B09JP2G1K5/ref=zg_bs_g_22934500031_d_sccl_27/000-0000000-0000000?psc=1,Good
2778,uceed previous year question paper book online test series,AICT Design Academy,Exam Preparation,"Arts, Design and Education Exams",Perfect Paperback,999.0,3.0,1.0,https://www.amazon.in/UCEED-Previous-Question-Paper-Online/dp/B0CLR73524/ref=zg_bs_g_22934500031_d_sccl_29/000-0000000-0000000?psc=1,Bad
2780,tiss net exam preparation book 2024 8 practice test 9 sectional test 5 previous year paper 1600 solved question free access online test,EduGorilla Prep Experts,Exam Preparation,"Arts, Design and Education Exams",Paperback,240.0,4.2,221.0,https://www.amazon.in/TISS-NET-Exam-Preparation-Book-2023/dp/8194630444/ref=zg_bs_g_22934500031_d_sccl_1/000-0000000-0000000?psc=1,Good
2781,childhood growing 5 compulsory subject hindi medium,LAXMI EXAM NOTES,Exam Preparation,"Arts, Design and Education Exams",Paperback,730.0,3.7,25.0,https://www.amazon.in/Childhood-growing-COMPULSORY-SUBJECT-MEDIUM/dp/B07NY1RWQQ/ref=zg_bs_g_22934500031_d_sccl_2/000-0000000-0000000?psc=1,Good
2782,guide nift entrance,Fashion360,Exam Preparation,"Arts, Design and Education Exams",Paperback,699.0,4.5,66.0,https://www.amazon.in/Guide-NIFT-Entrance-Fashion360/dp/B0BD2MRW7G/ref=zg_bs_g_22934500031_d_sccl_3/000-0000000-0000000?psc=1,Good
2783,jnu international relation area study entrance exam guide,RPH Editorial Board,Exam Preparation,"Arts, Design and Education Exams",Paperback,300.0,4.1,211.0,https://www.amazon.in/JNU-International-Relations-Studies-Entrance/dp/9389480477/ref=zg_bs_g_22934500031_d_sccl_4/000-0000000-0000000?psc=1,Good
2784,man shakti vadhva energized mind gaur gopal da,GAUR GOPAL DAS,Exam Preparation,"Arts, Design and Education Exams",Paperback,200.0,5.0,2.0,https://www.amazon.in/SHAKTI-VADHVA-ENERGIZED-YOUR-GOPAL/dp/B0CKXZKXSH/ref=zg_bs_g_22934500031_d_sccl_5/000-0000000-0000000?psc=1,Good
2785,uceed 2024 undergraduate common entrance exam design english edition 10 full length mock test solved question free access online test,EduGorilla Prep Experts,Exam Preparation,"Arts, Design and Education Exams",Paperback,147.0,4.1,87.0,https://www.amazon.in/UCEED-Entrance-Exam-Complete-Preparation/dp/9390239206/ref=zg_bs_g_22934500031_d_sccl_6/000-0000000-0000000?psc=1,Good
2786,cuet pg b ed science entrance exam guide,RPH Editorial Board,Exam Preparation,"Arts, Design and Education Exams",Paperback,148.0,2.5,2.0,https://www.amazon.in/CUET-PG-B-Ed-SCIENCE-Entrance-Guide/dp/9354775535/ref=zg_bs_g_22934500031_d_sccl_7/000-0000000-0000000?psc=1,Bad
2787,library science,RPH Editorial Board,Exam Preparation,"Arts, Design and Education Exams",Paperback,124.0,4.0,128.0,https://www.amazon.in/Library-Science-RPH-Editorial-Board/dp/9386298228/ref=zg_bs_g_22934500031_d_sccl_8/000-0000000-0000000?psc=1,Good
2788,nest 2024 national entrance screening test general aptitude physic chemistry mathematics biology 10 mock test solved question free access online test,EduGorilla Prep Experts,Exam Preparation,"Arts, Design and Education Exams",Paperback,155.0,4.0,121.0,https://www.amazon.in/NEST-2023-Screening-Chemistry-Mathematics/dp/939023915X/ref=zg_bs_g_22934500031_d_sccl_9/000-0000000-0000000?psc=1,Good
2789,guide nata b arch entrance,Architecture360,Exam Preparation,"Arts, Design and Education Exams",Paperback,699.0,4.6,169.0,https://www.amazon.in/Guide-NATA-B-Arch-Entrance-Architecture360/dp/B09VL2ZM6S/ref=zg_bs_g_22934500031_d_sccl_10/000-0000000-0000000?psc=1,Good
2790,cuet pg b ed entrance exam previous year paper solved,RPH Editorial Board,Exam Preparation,"Arts, Design and Education Exams",Paperback,89.0,4.0,15.0,https://www.amazon.in/CUCET-Entrance-Previous-Papers-Solved/dp/9390744474/ref=zg_bs_g_22934500031_d_sccl_11/000-0000000-0000000?psc=1,Good
2791,cracking ceed uceed 2023 edition,Ashok Goel,Exam Preparation,"Arts, Design and Education Exams",Paperback,625.0,3.5,29.0,https://www.amazon.in/Cracking-CEED-UCEED-2023-Ashok/dp/B0BQR8MVWP/ref=zg_bs_g_22934500031_d_sccl_12/000-0000000-0000000?psc=1,Good
2792,ignou b ed entrance test previous year paper solved,RPH Editorial Board,Exam Preparation,"Arts, Design and Education Exams",Paperback,230.0,4.1,93.0,https://www.amazon.in/IGNOU-B-Ed-Entrance-Test-Previous/dp/935012517X/ref=zg_bs_g_22934500031_d_sccl_13/000-0000000-0000000?psc=1,Good
2795,cuet pg b ed test paper code pgqp01 entrance exam guide,RPH Editorial Board,Exam Preparation,"Arts, Design and Education Exams",Paperback,256.0,5.0,3.0,https://www.amazon.in/CUET-PG-Paper-PGQP01-Entrance-Guide/dp/9354774083/ref=zg_bs_g_22934500031_d_sccl_16/000-0000000-0000000?psc=1,Good
2796,jnu history entrance exam guide,RPH Editorial Board,Exam Preparation,"Arts, Design and Education Exams",Paperback,339.0,4.2,157.0,https://www.amazon.in/JNU-History-Entrance-Exam-Guide/dp/9389480485/ref=zg_bs_g_22934500031_d_sccl_17/000-0000000-0000000?psc=1,Good
2797,step architecture b arch nata jee main exam guide,NIMISH MADAN,Exam Preparation,"Arts, Design and Education Exams",Paperback,799.0,4.6,20.0,https://www.amazon.in/Steps-Architecture-B-Arch-NATA-Guide/dp/9354772056/ref=zg_bs_g_22934500031_d_sccl_18/000-0000000-0000000?psc=1,Good
2798,ba hons english entrance test guide jmi ggsipu,RPH Editorial Board,Exam Preparation,"Arts, Design and Education Exams",Paperback,231.0,4.0,146.0,https://www.amazon.in/Hons-English-Entrance-Guide-GGSIPU/dp/9387604519/ref=zg_bs_g_22934500031_d_sccl_19/000-0000000-0000000?psc=1,Good
2799,jnu geography entrance exam guide,RPH Editorial Board,Exam Preparation,"Arts, Design and Education Exams",Paperback,280.0,3.9,59.0,https://www.amazon.in/JNU-Geography-Entrance-Exam-Guide/dp/9389480833/ref=zg_bs_g_22934500031_d_sccl_20/000-0000000-0000000?psc=1,Good
2800,pw nta neet ranker test series 2024 based new syllabus nmc 10 full syllabus 4 part syllabus class 11th 12th omr sheet detailed solution rank predictor state wise college cut,PW,Exam Preparation,Medical Entrance,Paperback,595.0,4.3,118.0,https://www.amazon.in/NTA-NEET-Rankers-Test-State-wise/dp/811986087X/ref=zg_bs_g_4149762031_d_sccl_1/000-0000000-0000000?psc=1,Good
2801,pw physic med easy note note formula mnemonic tip trick neet jee board exam mr sir physic handwritten note,Dr. Manish Raj (MR. Sir),Exam Preparation,Medical Entrance,Paperback,421.0,4.8,1923.0,https://www.amazon.in/Physics-Formulas-Mnemonics-Tricks-Handwritten/dp/8119352947/ref=zg_bs_g_4149762031_d_sccl_2/000-0000000-0000000?psc=1,Good
2802,educart abhyaas neet ug mock test paper 2024 final booklet new full syllabus unitwise includes supplement revision book new syllabus additional topic omr sheet,Seep Pahuja,Exam Preparation,Medical Entrance,Paperback,879.0,4.6,195.0,https://www.amazon.in/Educart-Abhyaas-Papers-Final-Booklets/dp/9357038728/ref=zg_bs_g_4149762031_d_sccl_3/000-0000000-0000000?psc=1,Good
2803,mtg 36 year neet previous year solved question paper neet pyq chapterwise topicwise solution physic chemistry biology neet exam 2024 per nmc neet rationalised syllabus get free access smart book,MTG Editorial Board,Exam Preparation,Medical Entrance,Paperback,899.0,4.4,543.0,https://www.amazon.in/Previous-Question-Chapterwise-Topicwise-Solutions/dp/935555897X/ref=zg_bs_g_4149762031_d_sccl_4/000-0000000-0000000?psc=1,Good
2805,mtg objective ncert fingertip biology ncert note hd page exam archive mcqs based nmc neet rationalised syllabus neet book latest revised edition 2024 2025,MTG Editorial Board,Exam Preparation,Medical Entrance,Paperback,630.0,4.4,55.0,https://www.amazon.in/Objective-NCERT-your-FINGERTIPS-Biology/dp/8119218205/ref=zg_bs_g_4149762031_d_sccl_6/000-0000000-0000000?psc=1,Good
2806,arihant test drive 15 practice set neet ug 2024 latest nmc syllabus 3000 probable question problem solving tactic completely solved neet 2023 paper supplement newly added topic,"Anuksha Arora Ajay Kumar, Swati Chauhan ",Exam Preparation,Medical Entrance,Paperback,249.0,4.6,83.0,https://www.amazon.in/Practice-Syllabus-Questions-Completely-Supplement/dp/9358897929/ref=zg_bs_g_4149762031_d_sccl_7/000-0000000-0000000?psc=1,Good
2807,mtg objective ncert fingertip chemistry ncert note hd page exam archive mcqs based nmc neet rationalised syllabus neet jee book latest revised edition 2024 2025,MTG Editorial Board,Exam Preparation,Medical Entrance,Paperback,435.0,4.4,40.0,https://www.amazon.in/Objective-NCERT-your-FINGERTIPS-Chemistry/dp/8119218833/ref=zg_bs_g_4149762031_d_sccl_8/000-0000000-0000000?psc=1,Good
2808,pw 45 day neet wanted biology physic chemistry combo set 3 neet ug 2024 chapter wise revision based 80 20 rule sample paper handpicked past year question,"Sudhanshu Kumar PW, Subhash Azad, Anurag Pareek",Exam Preparation,Medical Entrance,Paperback,1165.0,5.0,9.0,https://www.amazon.in/Biology-Chemistry-Revision-Handpicked-Questions/dp/9360340545/ref=zg_bs_g_4149762031_d_sccl_9/000-0000000-0000000?psc=1,Good
2809,pw chemistry med easy note formula tip trick neet jee board exam pankaj sir chemistry handwritten note,Pankaj Sijairya,Exam Preparation,Medical Entrance,Paperback,365.0,4.5,437.0,https://www.amazon.in/Chemistry-Formulas-Tricks-Pankaj-Handwritten/dp/8119352920/ref=zg_bs_g_4149762031_d_sccl_10/000-0000000-0000000?psc=1,Good
2810,mtg 36 year neet previous year solved question paper neet pyq chapterwise topicwise solution chemistry neet exam 2024 per nmc neet rationalised syllabus get free access smart book mtg editorial board,MTG Editorial Board,Exam Preparation,Medical Entrance,Paperback,259.0,4.4,152.0,https://www.amazon.in/Previous-Question-Chapterwise-Topicwise-Solutions/dp/9355558813/ref=zg_bs_g_4149762031_d_sccl_11/000-0000000-0000000?psc=1,Good
2811,allen biology ncert fast track neet ug,ALLEN Expert Faculties,Exam Preparation,Medical Entrance,Paperback,799.0,4.7,4.0,https://www.amazon.in/ALLEN-Biology-NCERT-Track-NEET-UG/dp/9360327441/ref=zg_bs_g_4149762031_d_sccl_12/000-0000000-0000000?psc=1,Good
2812,pw physic chemistry med easy note formula tip trick neet jee board exam mr sir pankaj sir handwritten note combo set 2,PW,Exam Preparation,Medical Entrance,Paperback,799.0,4.2,48.0,https://www.amazon.in/Physics-Chemistry-Formulas-Tricks-Handwritten/dp/8119860152/ref=zg_bs_g_4149762031_d_sccl_13/000-0000000-0000000?psc=1,Good
2813,11 mock test new syllabus nta neet ug 2024 per nmc notice dated 6 oct 2023 physic chemistry zoology botany optional question 3 5 statement ar matching mcqs 100 solution,Disha Experts,Exam Preparation,Medical Entrance,Paperback,232.0,4.5,73.0,https://www.amazon.in/Syllabus-Chemistry-Questions-Statement-Solutions/dp/9355649932/ref=zg_bs_g_4149762031_d_sccl_14/000-0000000-0000000?psc=1,Good
2814,mtg objective ncert fingertip neet physic chemistry biology set 3 book ncert neet trend indicator neet book based nmc neet rationalised syllabus latest revised edition 2024 2025,MTG Editorial Board,Exam Preparation,Medical Entrance,Paperback,1630.0,4.5,36.0,https://www.amazon.in/Objective-NCERT-your-FINGERTIPS-NEET/dp/8119218469/ref=zg_bs_g_4149762031_d_sccl_15/000-0000000-0000000?psc=1,Good
2815,mtg 36 year neet previous year solved question paper neet pyq chapterwise topicwise solution physic neet exam 2024 per nmc neet rationalised syllabus get free access smart book mtg editorial board,MTG Editorial Board,Exam Preparation,Medical Entrance,Paperback,263.9,4.4,168.0,https://www.amazon.in/Previous-Question-Chapterwise-Topicwise-Solutions/dp/9355558791/ref=zg_bs_g_4149762031_d_sccl_16/000-0000000-0000000?psc=1,Good
2816,oswaal nta neet ug 10 mock test paper per nmc neet updated syllabus physic chemistry biology 2000 practice question 2024 exam,Oswaal Editorial Board,Exam Preparation,Medical Entrance,Paperback,466.0,4.5,45.0,https://www.amazon.in/Updated-Syllabus-Chemistry-Practice-Questions/dp/9357284354/ref=zg_bs_g_4149762031_d_sccl_17/000-0000000-0000000?psc=1,Good
